POSN mm ,LOAD kn,STRAIN1 mm,TIME(sec),,,,STRAIN,FORCE
-54.475843,-3.251189,-0.278939,2.35,,,,0.278939,3.251189
-54.477006,-3.25278,-0.278999,2.36,,,,0.278999,3.25278
-54.475375,-3.240943,-0.278868,2.37,,,,0.278868,3.240943
-54.476356,-3.232515,-0.278898,2.38,,,,0.278898,3.232515
-54.476669,-3.224111,-0.278767,2.39,,,,0.278767,3.224111
-54.476524,-3.197438,-0.278663,2.4,,,,0.278663,3.197438
-54.47622,-3.195959,-0.278628,2.41,,,,0.278628,3.195959
-54.473635,-3.185445,-0.27848,2.42,,,,0.27848,3.185445
-54.475202,-3.174675,-0.27849,2.43,,,,0.27849,3.174675
-54.476606,-3.174502,-0.278435,2.44,,,,0.278435,3.174502
-54.475021,-3.15665,-0.278385,2.45,,,,0.278385,3.15665
-54.475039,-3.155893,-0.278279,2.46,,,,0.278279,3.155893
-54.473958,-3.152221,-0.278343,2.47,,,,0.278343,3.152221
-54.474757,-3.145671,-0.2782,2.48,,,,0.2782,3.145671
-54.475498,-3.157967,-0.278268,2.49,,,,0.278268,3.157967
-54.473458,-3.144318,-0.278279,2.5,,,,0.278279,3.144318
-54.474031,-3.144115,-0.278251,2.51,,,,0.278251,3.144115
-54.475007,-3.144163,-0.278219,2.52,,,,0.278219,3.144163
-54.473131,-3.13186,-0.278102,2.53,,,,0.278102,3.13186
-54.476202,-3.134811,-0.278097,2.54,,,,0.278097,3.134811
-54.473767,-3.123724,-0.278052,2.55,,,,0.278052,3.123724
-54.474553,-3.113818,-0.277966,2.56,,,,0.277966,3.113818
-54.476011,-3.10967,-0.278012,2.57,,,,0.278012,3.10967
-54.471405,-3.095752,-0.277749,2.58,,,,0.277749,3.095752
-54.473999,-3.086722,-0.277852,2.59,,,,0.277852,3.086722
-54.472809,-3.078496,-0.277739,2.6,,,,0.277739,3.078496
-54.473254,-3.063506,-0.277611,2.61,,,,0.277611,3.063506
-54.475307,-3.065449,-0.277618,2.62,,,,0.277618,3.065449
-54.472305,-3.056955,-0.277571,2.63,,,,0.277571,3.056955
-54.473113,-3.0496,-0.2776,2.64,,,,0.2776,3.0496
-54.472736,-3.047311,-0.277463,2.65,,,,0.277463,3.047311
-54.473018,-3.032607,-0.277367,2.66,,,,0.277367,3.032607
-54.475448,-3.037626,-0.277424,2.67,,,,0.277424,3.037626
-54.47374,-3.023338,-0.277369,2.68,,,,0.277369,3.023338
-54.471156,-3.022039,-0.277261,2.69,,,,0.277261,3.022039
-54.47428,-3.02279,-0.277321,2.7,,,,0.277321,3.02279
-54.471555,-3.003281,-0.277197,2.71,,,,0.277197,3.003281
-54.472931,-2.995867,-0.277144,2.72,,,,0.277144,2.995867
-54.471446,-2.98869,-0.27707,2.73,,,,0.27707,2.98869
-54.472868,-2.969259,-0.276884,2.74,,,,0.276884,2.969259
-54.472972,-2.969062,-0.277028,2.75,,,,0.277028,2.969062
-54.471696,-2.95791,-0.276827,2.76,,,,0.276827,2.95791
-54.471437,-2.951592,-0.276888,2.77,,,,0.276888,2.951592
-54.471333,-2.954078,-0.276819,2.78,,,,0.276819,2.954078
-54.471056,-2.939034,-0.276658,2.79,,,,0.276658,2.939034
-54.471401,-2.945888,-0.27684,2.8,,,,0.27684,2.945888
-54.47017,-2.940297,-0.276707,2.81,,,,0.276707,2.940297
-54.472037,-2.932072,-0.27675,2.82,,,,0.27675,2.932072
-54.471987,-2.927262,-0.27665,2.83,,,,0.27665,2.927262
-54.471187,-2.914804,-0.276465,2.84,,,,0.276465,2.914804
-54.472636,-2.910823,-0.276604,2.85,,,,0.276604,2.910823
-54.469607,-2.902156,-0.276428,2.86,,,,0.276428,2.902156
-54.471801,-2.890581,-0.276283,2.87,,,,0.276283,2.890581
-54.471969,-2.885234,-0.276259,2.88,,,,0.276259,2.885234
-54.470919,-2.869183,-0.2762,2.89,,,,0.2762,2.869183
-54.470906,-2.85908,-0.276084,2.9,,,,0.276084,2.85908
-54.471478,-2.856398,-0.276214,2.91,,,,0.276214,2.856398
-54.471037,-2.83469,-0.275877,2.92,,,,0.275877,2.83469
-54.472364,-2.828449,-0.275883,2.93,,,,0.275883,2.828449
-54.46992,-2.818966,-0.275876,2.94,,,,0.275876,2.818966
-54.470279,-2.813965,-0.275849,2.95,,,,0.275849,2.813965
-54.468935,-2.814108,-0.275838,2.96,,,,0.275838,2.814108
-54.468112,-2.801228,-0.275531,2.97,,,,0.275531,2.801228
-54.471746,-2.79845,-0.27566,2.98,,,,0.27566,2.79845
-54.469879,-2.795208,-0.275587,2.99,,,,0.275587,2.795208
-54.469293,-2.780658,-0.275418,3,,,,0.275418,2.780658
-54.470193,-2.780807,-0.275518,3.01,,,,0.275518,2.780807
-54.469157,-2.772385,-0.275452,3.02,,,,0.275452,2.772385
-54.468639,-2.76807,-0.275427,3.03,,,,0.275427,2.76807
-54.469652,-2.767456,-0.275448,3.04,,,,0.275448,2.767456
-54.468285,-2.755946,-0.275375,3.05,,,,0.275375,2.755946
-54.471664,-2.763605,-0.27549,3.06,,,,0.27549,2.763605
-54.469498,-2.756459,-0.275382,3.07,,,,0.275382,2.756459
-54.469193,-2.750415,-0.275145,3.08,,,,0.275145,2.750415
-54.468998,-2.753288,-0.275333,3.09,,,,0.275333,2.753288
-54.467835,-2.735788,-0.275062,3.1,,,,0.275062,2.735788
-54.470411,-2.735937,-0.275197,3.11,,,,0.275197,2.735937
-54.467449,-2.730268,-0.275146,3.12,,,,0.275146,2.730268
-54.469352,-2.722448,-0.275041,3.13,,,,0.275041,2.722448
-54.469811,-2.729344,-0.275147,3.14,,,,0.275147,2.729344
-54.465683,-2.718908,-0.275073,3.15,,,,0.275073,2.718908
-54.469339,-2.714086,-0.274942,3.16,,,,0.274942,2.714086
-54.468199,-2.712643,-0.275007,3.17,,,,0.275007,2.712643
-54.467549,-2.691448,-0.27488,3.18,,,,0.27488,2.691448
-54.470197,-2.692372,-0.274914,3.19,,,,0.274914,2.692372
-54.46769,-2.674824,-0.274875,3.2,,,,0.274875,2.674824
-54.467631,-2.65696,-0.274572,3.21,,,,0.274572,2.65696
-54.467935,-2.651048,-0.274494,3.22,,,,0.274494,2.651048
-54.467572,-2.632368,-0.274411,3.23,,,,0.274411,2.632368
-54.46928,-2.628398,-0.274328,3.24,,,,0.274328,2.628398
-54.467359,-2.623194,-0.274357,3.25,,,,0.274357,2.623194
-54.46774,-2.613008,-0.274189,3.26,,,,0.274189,2.613008
-54.468403,-2.622956,-0.27442,3.27,,,,0.27442,2.622956
-54.466691,-2.616268,-0.274198,3.28,,,,0.274198,2.616268
-54.468053,-2.611089,-0.274197,3.29,,,,0.274197,2.611089
-54.467495,-2.613354,-0.274361,3.3,,,,0.274361,2.613354
-54.465605,-2.597183,-0.27413,3.31,,,,0.27413,2.597183
-54.468308,-2.592152,-0.274133,3.32,,,,0.274133,2.592152
-54.466291,-2.576721,-0.273982,3.33,,,,0.273982,2.576721
-54.467717,-2.568102,-0.273842,3.34,,,,0.273842,2.568102
-54.465946,-2.566642,-0.274006,3.35,,,,0.274006,2.566642
-54.465624,-2.555859,-0.273777,3.36,,,,0.273777,2.555859
-54.466023,-2.54643,-0.273741,3.37,,,,0.273741,2.54643
-54.465501,-2.537924,-0.273688,3.38,,,,0.273688,2.537924
-54.466827,-2.522969,-0.273581,3.39,,,,0.273581,2.522969
-54.465383,-2.528834,-0.273488,3.4,,,,0.273488,2.528834
-54.465905,-2.519602,-0.273562,3.41,,,,0.273562,2.519602
-54.467486,-2.517521,-0.273491,3.42,,,,0.273491,2.517521
-54.466487,-2.51804,-0.273475,3.43,,,,0.273475,2.51804
-54.465169,-2.509087,-0.273364,3.44,,,,0.273364,2.509087
-54.465455,-2.508438,-0.273406,3.45,,,,0.273406,2.508438
-54.463648,-2.498871,-0.273332,3.46,,,,0.273332,2.498871
-54.46566,-2.484977,-0.273277,3.47,,,,0.273277,2.484977
-54.465723,-2.490515,-0.27339,3.48,,,,0.27339,2.490515
-54.46427,-2.476752,-0.273107,3.49,,,,0.273107,2.476752
-54.463979,-2.472633,-0.27308,3.5,,,,0.27308,2.472633
-54.466727,-2.469939,-0.273248,3.51,,,,0.273248,2.469939
-54.463534,-2.455091,-0.272951,3.52,,,,0.272951,2.455091
-54.464524,-2.455533,-0.273112,3.53,,,,0.273112,2.455533
-54.463121,-2.441096,-0.272878,3.54,,,,0.272878,2.441096
-54.465351,-2.435964,-0.272768,3.55,,,,0.272768,2.435964
-54.463957,-2.446061,-0.272968,3.56,,,,0.272968,2.446061
-54.462749,-2.433914,-0.272821,3.57,,,,0.272821,2.433914
-54.465442,-2.436882,-0.2728,3.58,,,,0.2728,2.436882
-54.46397,-2.430648,-0.272867,3.59,,,,0.272867,2.430648
-54.464038,-2.41484,-0.272667,3.6,,,,0.272667,2.41484
-54.46576,-2.413327,-0.272645,3.61,,,,0.272645,2.413327
-54.461831,-2.396899,-0.272643,3.62,,,,0.272643,2.396899
-54.464302,-2.393198,-0.272468,3.63,,,,0.272468,2.393198
-54.46407,-2.386504,-0.272477,3.64,,,,0.272477,2.386504
-54.463493,-2.369672,-0.272305,3.65,,,,0.272305,2.369672
-54.464774,-2.364296,-0.272374,3.66,,,,0.272374,2.364296
-54.462367,-2.357745,-0.272208,3.67,,,,0.272208,2.357745
-54.463739,-2.355337,-0.272152,3.68,,,,0.272152,2.355337
-54.465174,-2.360499,-0.272323,3.69,,,,0.272323,2.360499
-54.463012,-2.345818,-0.272175,3.7,,,,0.272175,2.345818
-54.463071,-2.347535,-0.272199,3.71,,,,0.272199,2.347535
-54.462471,-2.34344,-0.272115,3.72,,,,0.272115,2.34344
-54.462553,-2.335781,-0.272045,3.73,,,,0.272045,2.335781
-54.462985,-2.331543,-0.272158,3.74,,,,0.272158,2.331543
-54.461858,-2.313519,-0.271833,3.75,,,,0.271833,2.313519
-54.461854,-2.306902,-0.271752,3.76,,,,0.271752,2.306902
-54.461554,-2.297938,-0.271932,3.77,,,,0.271932,2.297938
-54.461086,-2.281314,-0.27156,3.78,,,,0.27156,2.281314
-54.463185,-2.280825,-0.271573,3.79,,,,0.271573,2.280825
-54.461658,-2.271014,-0.271448,3.8,,,,0.271448,2.271014
-54.462181,-2.257144,-0.271542,3.81,,,,0.271542,2.257144
-54.462122,-2.262092,-0.271535,3.82,,,,0.271535,2.262092
-54.461831,-2.244312,-0.271311,3.83,,,,0.271311,2.244312
-54.462794,-2.241921,-0.271285,3.84,,,,0.271285,2.241921
-54.460478,-2.236658,-0.271234,3.85,,,,0.271234,2.236658
-54.461009,-2.220851,-0.271176,3.86,,,,0.271176,2.220851
-54.463643,-2.226222,-0.271164,3.87,,,,0.271164,2.226222
-54.460105,-2.214158,-0.271081,3.88,,,,0.271081,2.214158
-54.462308,-2.20921,-0.270984,3.89,,,,0.270984,2.20921
-54.460387,-2.200639,-0.270973,3.9,,,,0.270973,2.200639
-54.459133,-2.187663,-0.270863,3.91,,,,0.270863,2.187663
-54.463661,-2.196753,-0.271005,3.92,,,,0.271005,2.196753
-54.460954,-2.185029,-0.270854,3.93,,,,0.270854,2.185029
-54.459015,-2.172804,-0.270814,3.94,,,,0.270814,2.172804
-54.4603,-2.174628,-0.270803,3.95,,,,0.270803,2.174628
-54.460605,-2.162725,-0.270633,3.96,,,,0.270633,2.162725
-54.462063,-2.167398,-0.270736,3.97,,,,0.270736,2.167398
-54.45961,-2.159756,-0.270736,3.98,,,,0.270736,2.159756
-54.459383,-2.147549,-0.270529,3.99,,,,0.270529,2.147549
-54.460814,-2.152193,-0.270544,4,,,,0.270544,2.152193
-54.459992,-2.135295,-0.270463,4.01,,,,0.270463,2.135295
-54.458693,-2.130288,-0.270343,4.02,,,,0.270343,2.130288
-54.45867,-2.134997,-0.270421,4.03,,,,0.270421,2.134997
-54.460323,-2.118307,-0.270297,4.04,,,,0.270297,2.118307
-54.460905,-2.124947,-0.270324,4.05,,,,0.270324,2.124947
-54.460032,-2.104002,-0.270202,4.06,,,,0.270202,2.104002
-54.459728,-2.091414,-0.270044,4.07,,,,0.270044,2.091414
-54.459269,-2.087265,-0.270056,4.08,,,,0.270056,2.087265
-54.456726,-2.071679,-0.269924,4.09,,,,0.269924,2.071679
-54.459088,-2.067608,-0.269872,4.1,,,,0.269872,2.067608
-54.457162,-2.064854,-0.269774,4.11,,,,0.269774,2.064854
-54.458761,-2.053422,-0.269783,4.12,,,,0.269783,2.053422
-54.458938,-2.054411,-0.269709,4.13,,,,0.269709,2.054411
-54.457389,-2.037543,-0.269602,4.14,,,,0.269602,2.037543
-54.457103,-2.03042,-0.269525,4.15,,,,0.269525,2.03042
-54.457989,-2.022517,-0.269528,4.16,,,,0.269528,2.022517
-54.457444,-2.011925,-0.269422,4.17,,,,0.269422,2.011925
-54.45912,-2.010667,-0.269344,4.18,,,,0.269344,2.010667
-54.457148,-2.00063,-0.269315,4.19,,,,0.269315,2.00063
-54.456453,-1.996255,-0.26917,4.2,,,,0.26917,1.996255
-54.458089,-1.995683,-0.26929,4.21,,,,0.26929,1.995683
-54.455427,-1.984614,-0.269213,4.22,,,,0.269213,1.984614
-54.457335,-1.980519,-0.269009,4.23,,,,0.269009,1.980519
-54.456703,-1.975876,-0.269045,4.24,,,,0.269045,1.975876
-54.457021,-1.962912,-0.268961,4.25,,,,0.268961,1.962912
-54.458493,-1.96107,-0.268954,4.26,,,,0.268954,1.96107
-54.456939,-1.947206,-0.268782,4.27,,,,0.268782,1.947206
-54.456885,-1.948738,-0.268798,4.28,,,,0.268798,1.948738
-54.456408,-1.947987,-0.26883,4.29,,,,0.26883,1.947987
-54.456785,-1.930112,-0.268674,4.3,,,,0.268674,1.930112
-54.457521,-1.934361,-0.268687,4.31,,,,0.268687,1.934361
-54.456871,-1.923984,-0.268545,4.32,,,,0.268545,1.923984
-54.457412,-1.90993,-0.268463,4.33,,,,0.268463,1.90993
-54.458188,-1.912785,-0.268409,4.34,,,,0.268409,1.912785
-54.454319,-1.894462,-0.26839,4.35,,,,0.26839,1.894462
-54.458093,-1.88508,-0.268303,4.36,,,,0.268303,1.88508
-54.454973,-1.880676,-0.268179,4.37,,,,0.268179,1.880676
-54.455304,-1.871479,-0.268134,4.38,,,,0.268134,1.871479
-54.455868,-1.874572,-0.268182,4.39,,,,0.268182,1.874572
-54.453651,-1.86851,-0.26807,4.4,,,,0.26807,1.86851
-54.45629,-1.868367,-0.268022,4.41,,,,0.268022,1.868367
-54.45713,-1.869899,-0.268149,4.42,,,,0.268149,1.869899
-54.453569,-1.859891,-0.268028,4.43,,,,0.268028,1.859891
-54.458275,-1.86469,-0.268103,4.44,,,,0.268103,1.86469
-54.455413,-1.858032,-0.267974,4.45,,,,0.267974,1.858032
-54.457725,-1.853365,-0.267921,4.46,,,,0.267921,1.853365
-54.455332,-1.85684,-0.268054,4.47,,,,0.268054,1.85684
-54.454228,-1.849407,-0.268018,4.48,,,,0.268018,1.849407
-54.453928,-1.845962,-0.267864,4.49,,,,0.267864,1.845962
-54.456049,-1.836884,-0.267884,4.5,,,,0.267884,1.836884
-54.454301,-1.814324,-0.267518,4.51,,,,0.267518,1.814324
-54.458107,-1.811653,-0.26755,4.52,,,,0.26755,1.811653
-54.453374,-1.794875,-0.267381,4.53,,,,0.267381,1.794875
-54.454292,-1.792216,-0.267396,4.54,,,,0.267396,1.792216
-54.455109,-1.78839,-0.267334,4.55,,,,0.267334,1.78839
-54.452593,-1.773322,-0.267213,4.56,,,,0.267213,1.773322
-54.455068,-1.774621,-0.267338,4.57,,,,0.267338,1.774621
-54.453043,-1.774102,-0.267249,4.58,,,,0.267249,1.774102
-54.454178,-1.766878,-0.26715,4.59,,,,0.26715,1.766878
-54.454814,-1.776701,-0.267295,4.6,,,,0.267295,1.776701
-54.453683,-1.766288,-0.267202,4.61,,,,0.267202,1.766288
-54.452697,-1.76903,-0.267213,4.62,,,,0.267213,1.76903
-54.453043,-1.767975,-0.2672,4.63,,,,0.2672,1.767975
-54.454183,-1.755899,-0.267099,4.64,,,,0.267099,1.755899
-54.452566,-1.759964,-0.267177,4.65,,,,0.267177,1.759964
-54.452284,-1.742297,-0.267019,4.66,,,,0.267019,1.742297
-54.453274,-1.723915,-0.266765,4.67,,,,0.266765,1.723915
-54.454637,-1.717699,-0.266792,4.68,,,,0.266792,1.717699
-54.451421,-1.691908,-0.266509,4.69,,,,0.266509,1.691908
-54.454064,-1.690376,-0.266554,4.7,,,,0.266554,1.690376
-54.452061,-1.688218,-0.26652,4.71,,,,0.26652,1.688218
-54.451962,-1.684219,-0.266448,4.72,,,,0.266448,1.684219
-54.452102,-1.691329,-0.266516,4.73,,,,0.266516,1.691329
-54.451548,-1.684189,-0.266449,4.74,,,,0.266449,1.684189
-54.453029,-1.689994,-0.266447,4.75,,,,0.266447,1.689994
-54.452257,-1.6891,-0.266542,4.76,,,,0.266542,1.6891
-54.451671,-1.675653,-0.266335,4.77,,,,0.266335,1.675653
-54.453115,-1.678044,-0.266269,4.78,,,,0.266269,1.678044
-54.451516,-1.666909,-0.266214,4.79,,,,0.266214,1.666909
-54.452157,-1.653188,-0.266256,4.8,,,,0.266256,1.653188
-54.452175,-1.644605,-0.266059,4.81,,,,0.266059,1.644605
-54.451035,-1.62859,-0.265859,4.82,,,,0.265859,1.62859
-54.452329,-1.628578,-0.265851,4.83,,,,0.265851,1.628578
-54.450449,-1.630133,-0.265941,4.84,,,,0.265941,1.630133
-54.451407,-1.623338,-0.265802,4.85,,,,0.265802,1.623338
-54.451212,-1.632208,-0.265966,4.86,,,,0.265966,1.632208
-54.449931,-1.625311,-0.265821,4.87,,,,0.265821,1.625311
-54.452884,-1.630032,-0.265797,4.88,,,,0.265797,1.630032
-54.451357,-1.631266,-0.265856,4.89,,,,0.265856,1.631266
-54.449854,-1.62077,-0.265693,4.9,,,,0.265693,1.62077
-54.452775,-1.621717,-0.265823,4.91,,,,0.265823,1.621717
-54.451235,-1.610219,-0.265813,4.92,,,,0.265813,1.610219
-54.451539,-1.598257,-0.265536,4.93,,,,0.265536,1.598257
-54.451348,-1.591986,-0.265498,4.94,,,,0.265498,1.591986
-54.448996,-1.574486,-0.265312,4.95,,,,0.265312,1.574486
-54.451616,-1.57032,-0.26519,4.96,,,,0.26519,1.57032
-54.448369,-1.560032,-0.265259,4.97,,,,0.265259,1.560032
-54.449454,-1.544857,-0.265046,4.98,,,,0.265046,1.544857
-54.450531,-1.545542,-0.265049,4.99,,,,0.265049,1.545542
-54.449209,-1.540202,-0.265001,5,,,,0.265001,1.540202
-54.449,-1.539862,-0.26497,5.01,,,,0.26497,1.539862
-54.450199,-1.546109,-0.264939,5.02,,,,0.264939,1.546109
-54.448378,-1.537877,-0.26497,5.03,,,,0.26497,1.537877
-54.450236,-1.543063,-0.265005,5.04,,,,0.265005,1.543063
-54.449159,-1.539558,-0.265015,5.05,,,,0.265015,1.539558
-54.4496,-1.532626,-0.264778,5.06,,,,0.264778,1.532626
-54.449232,-1.535159,-0.264905,5.07,,,,0.264905,1.535159
-54.448619,-1.516998,-0.264737,5.08,,,,0.264737,1.516998
-54.449159,-1.509494,-0.264616,5.09,,,,0.264616,1.509494
-54.449232,-1.50156,-0.264664,5.1,,,,0.264664,1.50156
-54.448828,-1.487595,-0.264373,5.11,,,,0.264373,1.487595
-54.447919,-1.489997,-0.264482,5.12,,,,0.264482,1.489997
-54.449091,-1.486325,-0.264406,5.13,,,,0.264406,1.486325
-54.448614,-1.483196,-0.26425,5.14,,,,0.26425,1.483196
-54.449586,-1.484627,-0.26442,5.15,,,,0.26442,1.484627
-54.449141,-1.466155,-0.264236,5.16,,,,0.264236,1.466155
-54.447947,-1.456225,-0.264058,5.17,,,,0.264058,1.456225
-54.446779,-1.438862,-0.263977,5.18,,,,0.263977,1.438862
-54.447134,-1.429456,-0.263727,5.19,,,,0.263727,1.429456
-54.44756,-1.429993,-0.263851,5.2,,,,0.263851,1.429993
-54.445703,-1.417363,-0.263672,5.21,,,,0.263672,1.417363
-54.447865,-1.417345,-0.26369,5.22,,,,0.26369,1.417345
-54.447274,-1.419592,-0.263665,5.23,,,,0.263665,1.419592
-54.447797,-1.410735,-0.263557,5.24,,,,0.263557,1.410735
-54.449382,-1.414186,-0.263697,5.25,,,,0.263697,1.414186
-54.445726,-1.405889,-0.263601,5.26,,,,0.263601,1.405889
-54.448192,-1.398653,-0.26357,5.27,,,,0.26357,1.398653
-54.447474,-1.401931,-0.263503,5.28,,,,0.263503,1.401931
-54.445367,-1.38824,-0.263442,5.29,,,,0.263442,1.38824
-54.447156,-1.394147,-0.263374,5.3,,,,0.263374,1.394147
-54.44588,-1.388723,-0.263464,5.31,,,,0.263464,1.388723
-54.447052,-1.377636,-0.263318,5.32,,,,0.263318,1.377636
-54.447206,-1.37502,-0.2633,5.33,,,,0.2633,1.37502
-54.44519,-1.353717,-0.262996,5.34,,,,0.262996,1.353717
-54.448046,-1.352102,-0.26294,5.35,,,,0.26294,1.352102
-54.446579,-1.3466,-0.262927,5.36,,,,0.262927,1.3466
-54.445626,-1.32755,-0.262831,5.37,,,,0.262831,1.32755
-54.447047,-1.327348,-0.262692,5.38,,,,0.262692,1.327348
-54.445526,-1.316589,-0.262612,5.39,,,,0.262612,1.316589
-54.44499,-1.304126,-0.262648,5.4,,,,0.262648,1.304126
-54.445703,-1.316172,-0.262594,5.41,,,,0.262594,1.316172
-54.445049,-1.307106,-0.262504,5.42,,,,0.262504,1.307106
-54.44712,-1.312858,-0.26247,5.43,,,,0.26247,1.312858
-54.444953,-1.311398,-0.262585,5.44,,,,0.262585,1.311398
-54.445517,-1.304227,-0.262358,5.45,,,,0.262358,1.304227
-54.445875,-1.313353,-0.262542,5.46,,,,0.262542,1.313353
-54.444858,-1.29987,-0.262328,5.47,,,,0.262328,1.29987
-54.445912,-1.297182,-0.262359,5.48,,,,0.262359,1.297182
-54.444222,-1.30046,-0.262374,5.49,,,,0.262374,1.30046
-54.445035,-1.284862,-0.262278,5.5,,,,0.262278,1.284862
-54.445508,-1.28333,-0.262239,5.51,,,,0.262239,1.28333
-54.445076,-1.276702,-0.262096,5.52,,,,0.262096,1.276702
-54.446502,-1.263446,-0.262023,5.53,,,,0.262023,1.263446
-54.445689,-1.26313,-0.262209,5.54,,,,0.262209,1.26313
-54.443327,-1.242578,-0.261899,5.55,,,,0.261899,1.242578
-54.444004,-1.23809,-0.261737,5.56,,,,0.261737,1.23809
-54.443505,-1.230025,-0.261666,5.57,,,,0.261666,1.230025
-54.44419,-1.220202,-0.261713,5.58,,,,0.261713,1.220202
-54.444181,-1.224822,-0.261576,5.59,,,,0.261576,1.224822
-54.443132,-1.215637,-0.261505,5.6,,,,0.261505,1.215637
-54.442964,-1.210839,-0.261354,5.61,,,,0.261354,1.210839
-54.444894,-1.215756,-0.261483,5.62,,,,0.261483,1.215756
-54.443414,-1.207435,-0.261343,5.63,,,,0.261343,1.207435
-54.444422,-1.20734,-0.261364,5.64,,,,0.261364,1.20734
-54.443305,-1.19586,-0.261172,5.65,,,,0.261172,1.19586
-54.4432,-1.186579,-0.261036,5.66,,,,0.261036,1.186579
-54.445294,-1.185954,-0.26119,5.67,,,,0.26119,1.185954
-54.442142,-1.170075,-0.260933,5.68,,,,0.260933,1.170075
-54.444763,-1.169604,-0.26091,5.69,,,,0.26091,1.169604
-54.443264,-1.164889,-0.260935,5.7,,,,0.260935,1.164889
-54.441883,-1.151544,-0.260725,5.71,,,,0.260725,1.151544
-54.443568,-1.151156,-0.260872,5.72,,,,0.260872,1.151156
-54.442001,-1.136959,-0.260635,5.73,,,,0.260635,1.136959
-54.441879,-1.12952,-0.260588,5.74,,,,0.260588,1.12952
-54.440988,-1.127875,-0.260563,5.75,,,,0.260563,1.127875
-54.442524,-1.113796,-0.260323,5.76,,,,0.260323,1.113796
-54.442955,-1.115888,-0.260299,5.77,,,,0.260299,1.115888
-54.442682,-1.103753,-0.26033,5.78,,,,0.26033,1.103753
-54.442592,-1.097083,-0.260063,5.79,,,,0.260063,1.097083
-54.441352,-1.103544,-0.260198,5.8,,,,0.260198,1.103544
-54.441293,-1.091325,-0.260067,5.81,,,,0.260067,1.091325
-54.443514,-1.088244,-0.259969,5.82,,,,0.259969,1.088244
-54.440938,-1.085401,-0.260094,5.83,,,,0.260094,1.085401
-54.441565,-1.07711,-0.259782,5.84,,,,0.259782,1.07711
-54.442555,-1.075226,-0.25991,5.85,,,,0.25991,1.075226
-54.441247,-1.058614,-0.259723,5.86,,,,0.259723,1.058614
-54.442133,-1.052231,-0.25956,5.87,,,,0.25956,1.052231
-54.441992,-1.052958,-0.259597,5.88,,,,0.259597,1.052958
-54.440371,-1.039922,-0.259578,5.89,,,,0.259578,1.039922
-54.440607,-1.043582,-0.259565,5.9,,,,0.259565,1.043582
-54.44132,-1.046509,-0.259503,5.91,,,,0.259503,1.046509
-54.439476,-1.036161,-0.2595,5.92,,,,0.2595,1.036161
-54.440552,-1.04351,-0.259349,5.93,,,,0.259349,1.04351
-54.439058,-1.033843,-0.259313,5.94,,,,0.259313,1.033843
-54.438191,-1.028568,-0.259231,5.95,,,,0.259231,1.028568
-54.440439,-1.027,-0.259268,5.96,,,,0.259268,1.027
-54.438345,-1.011783,-0.259087,5.97,,,,0.259087,1.011783
-54.441956,-1.009881,-0.259034,5.98,,,,0.259034,1.009881
-54.439399,-1.002735,-0.258919,5.99,,,,0.258919,1.002735
-54.44062,-0.993979,-0.258922,6,,,,0.258922,0.993979
-54.43869,-0.996023,-0.258954,6.01,,,,0.258954,0.996023
-54.439371,-0.982618,-0.258736,6.02,,,,0.258736,0.982618
-54.439331,-0.985044,-0.258813,6.03,,,,0.258813,0.985044
-54.439099,-0.98331,-0.258644,6.04,,,,0.258644,0.98331
-54.440116,-0.970322,-0.258516,6.05,,,,0.258516,0.970322
-54.439644,-0.971305,-0.258606,6.06,,,,0.258606,0.971305
-54.43924,-0.95439,-0.258435,6.07,,,,0.258435,0.95439
-54.438845,-0.942928,-0.258315,6.08,,,,0.258315,0.942928
-54.437527,-0.936157,-0.258079,6.09,,,,0.258079,0.936157
-54.436065,-0.916749,-0.258045,6.1,,,,0.258045,0.916749
-54.438713,-0.924069,-0.258032,6.11,,,,0.258032,0.924069
-54.437632,-0.92262,-0.257973,6.12,,,,0.257973,0.92262
-54.437945,-0.918406,-0.257928,6.13,,,,0.257928,0.918406
-54.438395,-0.922561,-0.258043,6.14,,,,0.258043,0.922561
-54.438409,-0.915134,-0.257925,6.15,,,,0.257925,0.915134
-54.438677,-0.91958,-0.257812,6.16,,,,0.257812,0.91958
-54.438622,-0.917977,-0.257975,6.17,,,,0.257975,0.917977
-54.437169,-0.913578,-0.257877,6.18,,,,0.257877,0.913578
-54.439158,-0.91939,-0.257858,6.19,,,,0.257858,0.91939
-54.438618,-0.900161,-0.257751,6.2,,,,0.257751,0.900161
-54.439394,-0.886124,-0.257507,6.21,,,,0.257507,0.886124
-54.439054,-0.87657,-0.257342,6.22,,,,0.257342,0.87657
-54.436242,-0.865853,-0.257366,6.23,,,,0.257366,0.865853
-54.43735,-0.873458,-0.257258,6.24,,,,0.257258,0.873458
-54.437396,-0.867355,-0.257244,6.25,,,,0.257244,0.867355
-54.438463,-0.860167,-0.257189,6.26,,,,0.257189,0.860167
-54.437873,-0.866336,-0.257265,6.27,,,,0.257265,0.866336
-54.436324,-0.856936,-0.257112,6.28,,,,0.257112,0.856936
-54.437977,-0.861198,-0.257146,6.29,,,,0.257146,0.861198
-54.437714,-0.859612,-0.257103,6.3,,,,0.257103,0.859612
-54.436764,-0.844926,-0.25691,6.31,,,,0.25691,0.844926
-54.436964,-0.846964,-0.25702,6.32,,,,0.25702,0.846964
-54.436188,-0.837713,-0.256781,6.33,,,,0.256781,0.837713
